Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Glen Gate
",House Of Hiranandani,"
in Hebbal
, Bangalore

 
","1245
sqft","₹
94.0 Lac","₹
7,550 per
sqft","
Description:


Property by renowned builder House of Hiranandani. Has all the amenities for luxurious living. It has balcony facing garden and main road. 



",Ongoing,"
Possession in 2019
","
2 BHK
Apartment

",576 Units ,3 Towers ,"(2 BHK Flat->1245 sqft), (2 BHK Flat->1420 sqft), (2 BHK Flat->1430 sqft), (2 BHK Flat->1440 sqft), (3 BHK Flat->1630 sqft), (3 BHK Flat->1665 sqft), (3 BHK Flat->1740 sqft), (3 BHK Flat->1760 sqft), (3 BHK Flat->1820 sqft) ",,"lat=13.0502205,longt=77.599"
"
Mantri Gardens Apartment
",Mantri Developer,"
in Jayanagar
, Bangalore

 
","1800
sqft","₹
2.20 Cr","₹
12,222 per
sqft","
Description:


A 3 bedroom resale flat, located in Jayanagar, Bangalore South, is available. It is a ready to move in semifurnished flat located in Mantri Gardens. Situated in a prominent locality, it is a 10+ year old property, which is  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",86 Units ,4 Towers ,"(2 BHK Flat->1100 sqft), (3 BHK Flat->1800 sqft) ",,"lat=12.937643,longt=77.587074"
"
Shubham Dreamz
",Shubham Samrudhi Infra Pvt. Ltd.,"
in Jaya Nagar Block 7
, Bangalore

 
","1903
sqft","₹
1.90 Cr","₹
9984 per
sqft","
Description:


Shubham Samrudhi Dreamz has developed the best living quarters in the Jayanagar region of Bengaluru. This project has the availability luxurious apartments which are all set for moving in. All the daily requirements like  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",12 Units ,1 Towers ,"(3 BHK Flat->1903 sqft), (4 BHK Flat->2364 sqft) ",,"lat=12.937643,longt=77.587074"
"
Embassy Lake Terraces
",Embassy Group,"
in Hebbal
, Bangalore

 
","3897
sqft","₹
5.18 Cr","₹
13,300 per
sqft","
Description:


All apartments are centrally air conditioned with elevators opening into each apartment lobby, spacious living and dining rooms with Italian marble flooring, expansive sun decks, a contemporary kitchen, two signature towers  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",467 Units ,9 Towers ,"(3 BHK Flat->3531 sqft), (3 BHK Flat->3670 sqft), (3 BHK Flat->3897 sqft), (3 BHK Flat->4209 sqft), (4 BHK Flat->4424 sqft), (4 BHK Flat->4600 sqft), (4 BHK Flat->5112 sqft), (4 BHK Flat->5698 sqft), (4 BHK Flat->7792 sqft), (5 BHK Flat->8331 sqft), (5 BHK Flat->8902 sqft), (5 BHK Flat->9117 sqft) ",,"lat=13.0502205,longt=77.599"
"
NCN Diamond
",NCN Developers,"
in Hebbal
, Bangalore

 
","1040
sqft","₹
46.4 Lac","₹
4,458 per
sqft","
Description:


This is a spacious Home in NCN Diamond, Hebbal. There is space for car parking facility. The Home is on floor 2 of 4 & measures 1040 Sq-ft. 46. 4 Lac is the expected price of Home. Each tower has 2 elevators for  



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",96 Units ,2 Towers ,"(2 BHK Flat->995 sqft), (2 BHK Flat->1040 sqft), (2 BHK Flat->1070 sqft), (2 BHK Flat->1085 sqft), (2 BHK Flat->1090 sqft), (2 BHK Flat->1120 sqft), (3 BHK Flat->1285 sqft), (3 BHK Flat->1425 sqft), (3 BHK Flat->1480 sqft), (3 BHK Flat->1500 sqft), (3 BHK Flat->1510 sqft) ",,"lat=13.0502205,longt=77.599"
"
Pavani Oakridge
",Pavani Homes,"
in Kundalahalli
, Bangalore

 
","1678
sqft","₹
93.0 Lac","₹
5,542 per
sqft","
Description:


3BHK apartment in Pavani Oakridge Kundalahalli The Price of this Apartment is around 93 Lac 



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",60 Units ,1 Towers ,"(2 BHK Flat->1212 sqft), (2 BHK Flat->1255 sqft), (2 BHK Flat->1270 sqft), (3 BHK Flat->1370 sqft), (3 BHK Flat->1678 sqft), (3 BHK Flat->1810 sqft), (3 BHK Flat->1840 sqft) ",,"lat=12.954377,longt=77.7175"
"
Hiranandani Glen Classic
",House of Hiranandani,"
in Hebbal
, Bangalore

 
","1650
sqft","₹
1.01 Cr","₹
6050 per
sqft","
Description:


This is a beautiful Home in Hiranandani Glen Classic, Hebbal. Has Granite flooring in rooms. Approx 1. 01 Cr is the price for the Home. The Home has modern amenities like Swimming Pool, Private Terrace/Garden, Reserved  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",288 Units ,3 Towers ,"(1 BHK Flat->655 sqft), (2 BHK Flat->1245 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1295 sqft), (2 BHK Flat->1420 sqft), (2 BHK Flat->1430 sqft), (2 BHK Flat->1440 sqft), (3 BHK Flat->1630 sqft), (3 BHK Flat->1650 sqft), (3 BHK Flat->1665 sqft), (3 BHK Flat->1740 sqft), (3 BHK Flat->1760 sqft), (3 BHK Flat->1810 sqft), (3 BHK Flat->1820 sqft) ",,"lat=13.0502205,longt=77.599"
"
Vishnu Enclave
",Vishnu Developers,"
in Kundalahalli
, Bangalore

 
","1195
sqft","₹
65.0 Lac","₹
5,439 per
sqft","
Description:


Multistorey apartment is available for sale. It has covered area 1195 sq-ft, this is a beautiful unit built in Kundalahalli. It is 2 bedroom with 2 spacious attached bathrooms, the unit is semi-furnished. It is lift, gym,  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",,,(2 BHK Flat->1195 sqft) ,,"lat=12.954377,longt=77.7175"
"
Vasathi Avante
",Vasathi Housing,"
in Hebbal
, Bangalore

 
","1605
sqft","₹
75.8 Lac","₹
4725 per
sqft","
Description:


This Multistorey Apartment is located at 6th floor in a building of total 11 floors. Ample space for covered car parking for residents & visitors. Prestigious banks like Axis Bank, SBI, HDFC, ICICI, DHFL, LIC Housing  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",380 Units ,3 Towers ,"(3 BHK Flat->1460 sqft), (3 BHK Flat->1467 sqft), (3 BHK Flat->1605 sqft), (3 BHK Flat->1616 sqft), (3 BHK Flat->1618 sqft), (3 BHK Flat->1621 sqft) ",,"lat=13.0502205,longt=77.599"
"
Mantri Manyata Energia
",Mantri Developers,"
in Hebbal
, Bangalore

 
","1355
sqft","₹
88.8 Lac","₹
6551 per
sqft","
Description:


Mantri Developers Pvt. Ltd, leading real estate developers in South India, expanded its luxury apartment offering with the introduction of a new range of residential apartments combining innovation and energy conservation  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",,,"(3 BHK Flat->1255 sqft), (3 BHK Flat->1355 sqft) ",,"lat=13.0502205,longt=77.599"
"
Prestige Misty Waters
",Prestige Group,"
in Hebbal
, Bangalore

 
","2392
sqft","₹
1.82 Cr","₹
7608 per
sqft","
Description:


Mornings in Bangalore are about a nip in the air, a light mist swirling about you and a cool wind sending pleasurable shivers down your spine. Wake up to a home where you can get your day off to just such an invigorating  



",Ongoing,"
Possession in 2019
","
4 BHK
Apartment

",558 Units ,4 Towers ,"(2 BHK Flat->1134 sqft), (2 BHK Flat->1138 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1141 sqft), (2 BHK Flat->1294 sqft), (2 BHK Flat->1299 sqft), (2 BHK Flat->1333 sqft), (2 BHK Flat->1349 sqft), (3 BHK Flat->1987 sqft), (3 BHK Flat->1991 sqft), (4 BHK Flat->2375 sqft), (4 BHK Flat->2392 sqft), (4 BHK Flat->2476 sqft) ",,"lat=13.0502205,longt=77.599"
"
Sterling Pointe
",Sterling Developers Pvt Ltd.,"
in Hebbal
, Bangalore

 
","1795
sqft","₹
1.22 Cr","₹
6,835 per
sqft","
Description:


The property is very closely connected to BIAL, Mayanta Techpark and key hospitals. It is a 3BHK with 2 bathrooms and 2 balconies  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",32 Units ,2 Towers ,"(3 BHK Flat->1640 sqft), (3 BHK Flat->1795 sqft), (3 BHK Flat->1800 sqft), (3 BHK Flat->1805 sqft) ","RERA ID: PR/KN/170728/000148
","lat=13.0502205,longt=77.599"
"
Vaishnavi North 24
",Vaishnavi Group,"
in Hebbal
, Bangalore

 
","1199
sqft","₹
94.4 Lac","₹
7,873 per
sqft","
Description:


The project enjoys unmatched connectivity from all the important landmarks and places of everyday convenience. 



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",180 Units ,3 Towers ,"(2 BHK Flat->1170 sqft), (2 BHK Flat->1199 sqft), (3 BHK Flat->1639 sqft), (3 BHK Flat->1730 sqft) ",,"lat=13.0502205,longt=77.599"
"
Prestige Agusta Golf Village
",Prestige Group,"
in Horamavu
, Bangalore

 
","3544
sqft","₹
3.10 Cr","₹
8,747 per
sqft","
Description:


A 100 acre property with limited villas and an exquisite 9 hole golf course in the city makes this a one of a kind project. This is a luxurious project and prestige is on pace to finish the project on time. Tons of lung  



",Ongoing,"
Possession in 2018
","
3 BHK
Villa

",460 Units ,,"(3 BHK Villa->2400 sqft), (3 BHK Villa->3544 sqft), (4 BHK Villa->4300 sqft) ",,"lat=13.0548315,longt=77.68247"
"
SJR Brooklyn
",Bren Corporation,"
in Kundalahalli
, Bangalore

 
","1285
sqft","₹
80.0 Lac","₹
6,226 per
sqft","
Description:


Lifes all about promises While conceiving SJR Brooklyn, we took three things into consideration. First, that we today live in a fast-paced, neo-global, multi-cultural society. Second, that to invest in a home you need to be  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",253 Units ,5 Towers ,"(2 BHK Flat->1285 sqft), (2 BHK Flat->1400 sqft), (3 BHK Flat->1500 sqft) ",,"lat=12.954377,longt=77.7175"
"
Honey Dew
",Varshitha Builders And Developers,"
in Horamavu
, Bangalore

 
","1198
sqft","₹
56.0 Lac","₹
4,674 per
sqft","
Description:


Honey Dew provided flat for sale. It has total 50 units. It is BBMP approved. Project approved by SBI, LIC and Axis PNB. It has amenities like swimming pool, gym, party hall, wide jogging track, children's play area, power  



",Ready To Move,"
Possession in 2018
","
2 BHK
Apartment

",60 Units ,1 Towers ,"(2 BHK Flat->1047 sqft), (2 BHK Flat->1198 sqft), (2 BHK Flat->1200 sqft), (3 BHK Flat->1398 sqft), (3 BHK Flat->1400 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Sovereign Unnathi
",Sovereign Developers,"
in Kalkere
, Bangalore

 
","925
sqft","₹
43.0 Lac","₹
4648 per
sqft","
Description:


This spacious Multistorey Apartment is located at 7th floor in a tower of total 15 floors. 



",Ongoing,"
Possession in 2018
","
2 BHK
Apartment

",1600 Units ,26 Towers ,"(2 BHK Flat->856 sqft), (2 BHK Flat->925 sqft), (2 BHK Flat->1050 sqft), (3 BHK Flat->1270 sqft), (3 BHK Flat->1712 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Raintree Boulevard
",LandT Realty,"
in Hebbal
, Bangalore

 
","1645
sqft","₹
1.14 Cr","₹
6930 per
sqft","
Description:


L&T Raintree Boulevard L&T Realty presents a premium lifestyle township located in the serene locales of Hebbal, Bangalore. It is an endeavour to preserve the environment while developing a residential oasis offering its  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",900 Units ,20 Towers ,"(3 BHK Flat->1320 sqft), (3 BHK Flat->1645 sqft), (3 BHK Flat->1985 sqft), (4 BHK Flat->2470 sqft), (4 BHK Flat->2490 sqft), (4 BHK Flat->2790 sqft) ",,"lat=13.0502205,longt=77.599"
"
Athish Pride
",,"
in Horamavu
, Bangalore
","1005
sqft","₹
39.1 Lac","₹
3,891 per
sqft","
Description:


Athish Pride apartment is located in the prime location of Horamavu Kalkere main Road and enjoys good connectivity to all points of interest, located in and around Bangalore. The project located in gated community with Lake  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",40 Units ,1 Towers ,"(2 BHK Flat->1005 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1120 sqft), (3 BHK Flat->1175 sqft), (3 BHK Flat->1285 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Sri Sai Jingle Heights
",,"
in Horamavu
, Bangalore
","1240
sqft","₹
47.0 Lac","₹
3,790 per
sqft","
Description:


Jingle Heights a spacious home built for comfort & lifestyle. Jingle Heights have been specifically designed to let you live in the convince of a spacious wall planed home. Do visit the site to discover how good ideas being  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",78 Units ,2 Towers ,"(2 BHK Flat->1170 sqft), (2 BHK Flat->1240 sqft), (2 BHK Flat->1275 sqft), (2 BHK Flat->1350 sqft), (3 BHK Flat->1740 sqft), (3 BHK Flat->1845 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Orchid Lakeview
",Goyal and Co and Hariyana Group,"
in Bellandur
, Bangalore

 
","1830
sqft","₹
92.8 Lac","₹
5,070 per
sqft","
Description:


Orchid Lakeview, a solely styled lake side improvement with current offices intended to guarantee most extreme lighting and airing into your home, Spread in excess of 4.17 sections of land, this property incorporates of 6  



",Ready To Move,"
Ongoing
","
3 BHK
Apartment

",336 Units ,6 Towers ,"(2 BHK Flat->1211 sqft), (2 BHK Flat->1252 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1281 sqft), (2 BHK Flat->1299 sqft), (3 BHK Flat->1767 sqft), (3 BHK Flat->1771 sqft), (3 BHK Flat->1798 sqft), (3 BHK Flat->1800 sqft), (3 BHK Flat->1830 sqft) ",,"lat=12.929566,longt=77.674126"
"
S2 Carnation
",S2 Construction,"
in Horamavu Agara
, Bangalore

 
","1035
sqft","₹
45.6 Lac","₹
4,401 per
sqft","
Description:


An architectural masterpiece S2 Carnation comprises of 2 and 3 BHK apartments in one of the most sought after locations on the Horamavu. A chunk of this elegant property is devoted to leisure and recreation, thereby making  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",28 Units ,1 Towers ,"(2 BHK Flat->994 sqft), (2 BHK Flat->1031 sqft), (2 BHK Flat->1035 sqft), (2 BHK Flat->1056 sqft), (2 BHK Flat->1090 sqft), (3 BHK Flat->1260 sqft), (3 BHK Flat->1284 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Midwest Elita 
",,"
in Yelahanka
, Bangalore
","1890
sqft","₹
1.08 Cr","₹
5,714 per
sqft","
Description:


Midwest Builders Pvt Ltd is committed to deliver quality lifestyles to discerning customers. Integrated design, supreme quality and greenery symbolize all their projects undertaken in Bengaluru and Visakhapatnam. A track  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",,,(3 BHK Flat->1890 sqft) ,,"lat=13.084092,longt=77.54133"
"
DS Max Solitaire
",DS Max Properties,"
in Horamavu
, Bangalore

 
","1000
sqft","₹
46.0 Lac","₹
4,600 per
sqft","
Description:


This Flat is built up in 1000 Sq-ft (Super built up) is on level 2 of 5 floors. Offering 2 bedroom along with 2 bathrooms, this Flat is Semi-Furnished. 46 Lac is the cost of Flat. It is a well-designed Flat with lake view  



",Ready To Move,"
Possession in 2018
","
2 BHK
Apartment

",175 Units ,4 Towers ,"(2 BHK Flat->1000 sqft), (2 BHK Flat->1020 sqft), (2 BHK Flat->1025 sqft), (2 BHK Flat->1040 sqft), (2 BHK Flat->1047 sqft), (2 BHK Flat->1050 sqft), (2 BHK Flat->1110 sqft), (2 BHK Flat->1150 sqft), (3 BHK Flat->1273 sqft), (3 BHK Flat->1290 sqft), (3 BHK Flat->1330 sqft), (3 BHK Flat->1352 sqft), (3 BHK Flat->1430 sqft), (3 BHK Flat->1442 sqft), (3 BHK Flat->1498 sqft), (3 BHK Flat->1646 sqft), (3 BHK Flat->1655 sqft), (3 BHK Flat->1663 sqft), (3 BHK Flat->1664 sqft), (3 BHK Flat->1745 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Cumins Genesis
",Cumins Estates,"
in Horamavu
, Bangalore

 
","1235
sqft","₹
56.8 Lac","₹
4600 per
sqft","
Description:


It's a 2 bedroom Flat with an adjoining hall. This Unfurnished flat has a covered area of 1235 Sq-ft & has 2 bathrooms. The flat has Vitrified flooring. It overlooks Garden/Park and faces South direction. The booking amount  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",176 Units ,5 Towers ,"(2 BHK Flat->1107 sqft), (2 BHK Flat->1177 sqft), (2 BHK Flat->1235 sqft), (2 BHK Flat->1247 sqft), (2 BHK Flat->1292 sqft), (2 BHK Flat->1303 sqft), (2 BHK Flat->1310 sqft), (2 BHK Flat->1312 sqft), (3 BHK Flat->1502 sqft), (3 BHK Flat->1611 sqft), (3 BHK Flat->1677 sqft), (3 BHK Flat->1686 sqft), (3 BHK Flat->1693 sqft), (3 BHK Flat->1731 sqft), (3 BHK Flat->1735 sqft), (3 BHK Flat->1750 sqft), (4 BHK Flat->1708 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Mirabilis
",Kolte Patil Developers,"
in Horamavu
, Bangalore

 
","1270
sqft","₹
61.9 Lac","₹
4,872 per
sqft","
Description:


Mirabilis : Offers you exclusively designed 1,2,2.5 &3 and 4 bedroom luxury apartments with futuristic lifestyle, embellished with the best of amenities for you and your family. It throws open the gates to an exclusive  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",640 Units ,7 Towers ,"(1 BHK Flat->436 sqft), (1 BHK Flat->459 sqft), (1 BHK Flat->500 sqft), (1 BHK Flat->526 sqft), (1 BHK Flat->639 sqft), (2 BHK Flat->1005 sqft), (2 BHK Flat->1114 sqft), (2 BHK Flat->1119 sqft), (2 BHK Flat->1133 sqft), (2 BHK Flat->1162 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1454 sqft), (3 BHK Flat->1504 sqft), (3 BHK Flat->1600 sqft), (4 BHK Flat->2282 sqft), (4 BHK Flat->2299 sqft) ",,"lat=13.0548315,longt=77.68247"
"
ASN Galaxy
",ASN Developers,"
in Horamavu
, Bangalore

 
","1255
sqft","₹
52.0 Lac","₹
4,143 per
sqft","
Description:


1255 s n first floor as per vasthu the plan ll be good ventelication over look n balcony view s very good towards swimming pool 



",Ready To Move,"
Possession in 2018
","
2 BHK
Apartment

",72 Units ,1 Towers ,"(2 BHK Flat->1160 sqft), (2 BHK Flat->1170 sqft), (2 BHK Flat->1174 sqft), (2 BHK Flat->1180 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1216 sqft), (2 BHK Flat->1251 sqft), (2 BHK Flat->1255 sqft), (3 BHK Flat->1324 sqft), (3 BHK Flat->1350 sqft) ",,"lat=13.0548315,longt=77.68247"
"
SLV Vajra
",SLV Structures,"
in Horamavu
, Bangalore

 
","1120
sqft","₹
51.2 Lac","₹
4,575 per
sqft","
Description:


The Apartment consists of 2 bathroom and has 2 spacious balconies. Offering views of garden this has latest amenities such as Swimming Pool, Reserved Parking, Lift, Power Back Up and Security etc. The Expected price of the  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",,,"(2 BHK Flat->1110 sqft), (2 BHK Flat->1120 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Century Eden
",Century Real Estate Holdings,"
in Yelahanka
, Bangalore

 
","2400
sqft","₹
57.6 Lac","₹
2,399 per
sqft","
Description:


This tranquil and wonderful setting will leave you speechless. Century Real Estate provides 2 beautiful designs for you to choose from if you wish to build your house in these developed plots in Yelahanka. With close  



",Ongoing,"
Possession in 2019
","
Plot

",521 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1350 sqft), (Residential Plot->2400 sqft) ",,"lat=13.084092,longt=77.54133"
"
Trend Square Precioso
",SVS Constructions,"
in Horamavu
, Bangalore

 
","930
sqft","₹
44.2 Lac","₹
4750 per
sqft","
Description:


This one is a 2 bedroom flat in Trend Square Precioso, jayanti Nagar. The Apartment has 3 furnished bathroom and also has 2 balconies. It lies on first floor from 4 floors in all and is also well ventilated. The project has  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",140 Units ,2 Towers ,"(2 BHK Flat->930 sqft), (3 BHK Flat->1643 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Uber Paxina
",Ubercorp Infrastructure LLP,"
in Jayanagar
, Bangalore

 
","1629
sqft","₹
2.26 Cr","₹
13,874 per
sqft","
Description:


Excellent 3 bedroom brand new apartment for sale with basic amenities 



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",11 Units ,1 Towers ,"(2 BHK Flat->1233 sqft), (2 BHK Flat->1395 sqft), (3 BHK Flat->1629 sqft) ",,"lat=12.937643,longt=77.587074"
"
Innovative Oak Garden
",Innovative Developer,"
in Panathur
, Bangalore

 
","1060
sqft","₹
49.2 Lac","₹
4,642 per
sqft","
Description:


The Flat features 2 washroom and has 2 spacious balconies. It offers 1060 Sq-ft of usable area. It lies on third floor from 4 floors and is also well ventilated. The Expected price for this Flat is fixed at 49. 2 Lac. This  



",Ongoing,"
Ongoing
","
2 BHK
Apartment

",232 Units ,2 Towers ,"(2 BHK Flat->960 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1175 sqft), (2 BHK Flat->1226 sqft), (3 BHK Flat->1300 sqft), (3 BHK Flat->1530 sqft), (3 BHK Flat->1560 sqft), (3 BHK Flat->1590 sqft), (3 BHK Flat->1638 sqft), (2 BHK Builder Floor Apt.->1086 sqft), (2 BHK Builder Floor Apt.->1240 sqft), (2 BHK Builder Floor Apt.->1330 sqft), (2 BHK Builder Floor Apt.->1245 sqft), (2 BHK Builder Floor Apt.->1065 sqft), (3 BHK Builder Floor Apt.->1605 sqft), (3 BHK Builder Floor Apt.->1555 sqft), (3 BHK Builder Floor Apt.->1570 sqft), (3 BHK Builder Floor Apt.->1365 sqft), (3 BHK Builder Floor Apt.->1593 sqft), (3 BHK Builder Floor Apt.->1580 sqft), (3 BHK Builder Floor Apt.->1545 sqft) ",,"lat=12.929887,longt=77.7044"
"
Veracious Vani Vilas
",Veracious Builders and Developer,"
in Yelahanka
, Bangalore

 
","1380
sqft","₹
69.0 Lac","₹
5000 per
sqft","
Description:


Veracious Vani Vilas is an European styled residency. The tower is designed keeping in mind your need for privacy and comfort. Spacious interiors and well lit rooms will allow the residents to enjoy a pleasant lifestyle.  



",Ongoing,"
Possession in 2019
","
2 BHK
Apartment

",260 Units ,5 Towers ,"(2 BHK Flat->1225 sqft), (2 BHK Flat->1315 sqft), (2 BHK Flat->1380 sqft), (2 BHK Flat->1425 sqft), (3 BHK Flat->1435 sqft), (3 BHK Flat->1445 sqft), (3 BHK Flat->1670 sqft), (3 BHK Flat->1885 sqft), (4 BHK Flat->2450 sqft), (4 BHK Flat->2630 sqft), (4 BHK Flat->2870 sqft), (4 BHK Flat->2890 sqft), (4 BHK Flat->3260 sqft) ",,"lat=13.084092,longt=77.54133"
"
SLV Nakshatra
",SLV Structures,"
in Horamavu
, Bangalore

 
","1179
sqft","₹
45.0 Lac","₹
3,817 per
sqft","
Description:


SLV Nakshatra is located in the heart of two worlds old & new Blore, offering a diverse living experience completely at your fingertips. Along with Children Playing area, Jogging track, Gym, Party hall & Swimming Pool given  



",Ongoing,"
Possession in 2018
","
2 BHK
Apartment

",,,"(2 BHK Flat->1026 sqft), (2 BHK Flat->1028 sqft), (2 BHK Flat->1161 sqft), (2 BHK Flat->1179 sqft), (2 BHK Flat->1206 sqft), (2 BHK Flat->1207 sqft), (2 BHK Flat->1224 sqft) ",,"lat=13.0548315,longt=77.68247"
"
DSR Waterscape
",DSR Infrastructure Private Limited,"
in Horamavu
, Bangalore

 
","1222
sqft","₹
64.8 Lac","₹
5,299 per
sqft","
Description:


DSR Waterscape offers seamless amusements options and infinite experiences that will make every day of your life exciting. And the sole inspiration behind them is you. The Wi-fi enabled ultra-modern Clubhouse features a  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",334 Units ,5 Towers ,"(2 BHK Flat->1179 sqft), (2 BHK Flat->1181 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1191 sqft), (2 BHK Flat->1222 sqft), (2 BHK Flat->1242 sqft), (2 BHK Flat->1251 sqft), (2 BHK Flat->1255 sqft), (3 BHK Flat->1523 sqft), (3 BHK Flat->1532 sqft), (3 BHK Flat->1680 sqft), (3 BHK Flat->1692 sqft), (3 BHK Flat->1730 sqft), (3 BHK Flat->1752 sqft), (3 BHK Flat->1760 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Adithya Tranquil
",Adithya Developers,"
in Yelahanka
, Bangalore

 
","1360
sqft","₹
78.2 Lac","₹
5,749 per
sqft","
Description:


Adithya Tranquil is an unmatched Residential property located in Yelahanaka, Bangalore. The project offers plenty 



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",128 Units ,4 Towers ,"(1 BHK Flat->702 sqft), (2 BHK Flat->1276 sqft), (2 BHK Flat->1360 sqft), (2 BHK Flat->1516 sqft), (3 BHK Flat->1799 sqft), (3 BHK Flat->1823 sqft), (3 BHK Flat->1836 sqft) ",,"lat=13.084092,longt=77.54133"
"
Heritage Estate
",Unitech Limited,"
in Yelahanka
, Bangalore

 
","1060
sqft","₹
49.8 Lac","₹
4,693 per
sqft","
Description:


This Unit has a covered area of 1060 Sq-ft on floor 2 of 4 levels. It is a well-designed Unit situated in Heritage Estate, Yelahanka. Offering 2 bedroom and 2 spacious bathrooms, this Unit is Furnished. Around 49. 8 Lac is  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",650 Units ,26 Towers ,"(2 BHK Flat->925 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1135 sqft), (2 BHK Flat->1180 sqft), (3 BHK Flat->1275 sqft), (3 BHK Flat->1465 sqft), (3 BHK Flat->1540 sqft), (3 BHK Flat->1650 sqft), (3 BHK Flat->1945 sqft), (4 BHK Flat->4500 sqft) ",,"lat=13.084092,longt=77.54133"
"
Prestige Gulmohar
",Prestige Group,"
in Horamavu
, Bangalore

 
","1623
sqft","₹
91.6 Lac","₹
5,644 per
sqft","
Description:


It has swimming pool, reserved parking, lift, power back up and security. 



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",404 Units ,5 Towers ,"(2 BHK Flat->1169 sqft), (2 BHK Flat->1208 sqft), (2 BHK Flat->1224 sqft), (2 BHK Flat->1335 sqft), (3 BHK Flat->1370 sqft), (3 BHK Flat->1377 sqft), (3 BHK Flat->1623 sqft), (3 BHK Flat->1662 sqft), (3 BHK Flat->1752 sqft), (3 BHK Flat->1756 sqft), (3 BHK Flat->1763 sqft) ",,"lat=13.0548315,longt=77.68247"
"
Hoysala Habitat
",Hoysala Projects Pvt Ltd.,"
in Yelahanka
, Bangalore

 
","1773
sqft","₹
73.4 Lac","₹
4141 per
sqft","
Description:


The Home consists of 4 washroom and has 2 balconies. The Home also consists of Puja Room, Study. This is a 3 BHK flat present in Hoysala Habitat, Yelahanka. The Price of this Home is approx 79 Lac. It is located on 4 floor  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",292 Units ,6 Towers ,"(2 BHK Flat->1058 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1272 sqft), (2 BHK Flat->1285 sqft), (2 BHK Flat->1295 sqft), (2 BHK Flat->1311 sqft), (2 BHK Flat->1358 sqft), (2 BHK Flat->1371 sqft), (2 BHK Flat->1445 sqft), (2 BHK Flat->1520 sqft), (3 BHK Flat->1748 sqft), (3 BHK Flat->1773 sqft), (3 BHK Flat->1805 sqft), (3 BHK Flat->1837 sqft), (3 BHK Flat->1847 sqft), (3 BHK Flat->1853 sqft), (3 BHK Flat->1862 sqft), (4 BHK Flat->3107 sqft) ",,"lat=13.084092,longt=77.54133"
