project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Blaze Sunshine Blossom ,By Blaze Housing & Estates Pvt. Ltd. in Hegde Nagar,Hegde Nagar,1660 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														78.85L 							",,Ongoing,Possession: Sep-2018,,
Samruddhi Lumbini Heights,By  in Sampangi Rama Nagar,Sampangi Rama Nagar,1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.75L 							",,Ongoing,Possession: Mar-2019,,
Sankeshwar Apartments,By  in Sampangi Rama Nagar,Sampangi Rama Nagar, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Savi Apartments,By  in Sampangi Rama Nagar,Sampangi Rama Nagar, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Jannashree Apartments,By  in Sampangi Rama Nagar,Sampangi Rama Nagar, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Shubham Apartments,By  in Sampangi Rama Nagar,Sampangi Rama Nagar, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Silver Oaks,By  in Sampangi Rama Nagar,Sampangi Rama Nagar, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Shilpa Tallam Residency,By Shilpa Builders & Developers in Sampangi Rama Nagar,Sampangi Rama Nagar,2400 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
MCB Krishna,By MCB AASSETZ in RT Nagar,RT Nagar,1065 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														51.91L 							",,Ready-to-move,,,
Vinayaka Value Home,By  in Sadduguntepalya,Sadduguntepalya,,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.26Cr  - 2.03Cr 							",,Ready-to-move,,,
Unishire Signet,By Unishire Group in RT Nagar,RT Nagar,2093 - 2693 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.92Cr  - 2.47Cr 							",,Ongoing,Possession: Sep-2017,,
Hoysala Palace,By Hoysala Projects Pvt Ltd in RT Nagar,RT Nagar,1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														51.15L 							",,Ready-to-move,,,
Pragathi Enclave,By  in RT Nagar,RT Nagar,926 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.97L 							",,Ready-to-move,,,
Gagan Gauravi,By  in RT Nagar,RT Nagar,1371 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.72L  - 77.77L 							",,Ready-to-move,,,
Creative Homes Apartment,By  in RT Nagar,RT Nagar,955 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														48L 							",,Ready-to-move,,,
Shri Balaji Gardens,By Seetharaman Developers in RT Nagar,RT Nagar, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Meenakshi Apartments,By  in RT Nagar,RT Nagar,1000 - 1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														29.16L  - 34.99L 							",,Ready-to-move,,,
Shriram White House I,By Shriram Land in RT Nagar,RT Nagar,1395 - 2313 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.10Cr  - 1.50Cr 							",,Ready-to-move,,,
Viswas Raviteja Enclave,By Viswas Engineers Syndicate in RT Nagar,RT Nagar,1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Blue Valley Harmony,By Blue Valley Properties Pvt Ltd in RT Nagar,RT Nagar,1095 - 1270 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														64.60L  - 74.93L 							",,Ready-to-move,Possession: May-2017,Launched: Jun-2016,
MN Luxuria,By Divya Properties in RT Nagar,RT Nagar,1534 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.77L 							",,Ready-to-move,,,
Nandini Crest Apartment,By  in RT Nagar,RT Nagar,1935 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														84.17L 							",,Ready-to-move,,,
Prakruti Apartments,By Prakruthi Infra & Shelters Pvt Ltd in RT Nagar,RT Nagar,1286 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Dhathri Nest,By  in RT Nagar,RT Nagar,,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Chaitra Manor,By  in RT Nagar,RT Nagar,700 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Winningedge Sai Gruhas,By Winning Edge Group in RT Nagar,RT Nagar,1053 - 1196 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														31.59L  - 35.88L 							",,Ready-to-move,,,
Sekhar Casa Bianca,By Sekhar Developers in Panathur,Panathur,1435 - 1520 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.56L  - 75.37L 							",,Ready-to-move,Possession: Sep-2017,,
Samruddhi Winter Green,By  in Panathur,Panathur,1650 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75.90L  - 78.20L 							",,Ongoing,Possession: Oct-2017,,
Anuraag Anmol,By Anuraag Constructions in Panathur,Panathur,1321 - 1414 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.23L  - 49.49L 							",,Ready-to-move,,,
Sri Krishna Nilayam,By  in Panathur,Panathur,1090 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														26.16L 							",,Ready-to-move,,,
Marvel Domicilia,By Marvel Infrabuild in Panathur,Panathur,1645 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.59L  - 93.18L 							",,Ready-to-move,,,
Embassy Heaven,By Embassy Group in RT Nagar,RT Nagar,2315 - 2500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.36Cr  - 2.55Cr 							",,Ready-to-move,,,
Skanda Nest,By Skanda Buildtech Pvt Ltd in Panathur,Panathur,1040 - 1235 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.04L  - 47.54L 							",,Ready-to-move,,,
Srishti Pradhan,By Srishti Developers in Panathur,Panathur,1400 - 1665 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.45L  - 61.18L 							",,Ready-to-move,,,
Sai BSR Paradise,By Sai Sai Ventures in Panathur,Panathur,1300 - 1410 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.10L  - 80.37L 							",,Ready-to-move,,,
Anjanadri Residency,By Anjanadri Constructions in Panathur,Panathur,1005 - 1065 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.94L  - 43.16L 							",,Ready-to-move,,,
Chourasia Manor,By VKC Developers Pvt Ltd in Panathur,Panathur,1091 - 1395 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														44.18L  - 56.49L 							",,Ready-to-move,,,
SLS Signature,By SLS Properties in Panathur,Panathur,1365 - 1375 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														68.35L  - 68.86L 							",,Ready-to-move,,,
DBS Punnami Bliss Annex,By DBS Infra Projects in Panathur,Panathur,1560 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.96L  - 71.75L 							",,Ongoing,Possession: May-2017,,
Shantiniketan Apartments,By  in Panathur,Panathur,1300 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														55.90L 							",,Ready-to-move,,,
KMC Manoharam,By KM Constructions in Panathur,Panathur,1535 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.93L 							",,Ready-to-move,,,
SR Green Meadows ,By SR Projects in Panathur,Panathur,988 - 1084 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														44.46L  - 48.78L 							",,Ready-to-move,Possession: Dec-2015,,
Skanda Elina,By  in Panathur,Panathur,1606 - 1685 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.81L  - 60.66L 							",,Ready-to-move,,,
DBS Punnami Bliss,By DBS Infra Projects in Panathur,Panathur,1800 - 1870 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														73.80L  - 76.67L 							",,Ready-to-move,,,
LN Residency,By  in Panathur,Panathur,,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
SLS Sapphire,By  in Panathur,Panathur,1484 - 1634 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55.65L  - 61.27L 							",,Ready-to-move,,,
Aesthetic Oakwood Residency,By Aesthetic Construction in Panathur,Panathur,1360 - 1650 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55.08L  - 66.82L 							",,Ready-to-move,,,
Sri Guru Gokulam,By  in Panathur,Panathur,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.60L 							",,Ready-to-move,,,
Nava Sunshine,By Navajyothi Constructions in Panathur,Panathur,1438 - 1440 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.89L  - 48.96L 							",,Ready-to-move,Possession: Mar-2017,,
Buildwell Heights,By Buildwell Projects in Panathur,Panathur,1320 - 1575 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.80L  - 63L 							",,Ready-to-move,,,
Santrupti Fresh Winds,By Santrupti Properties in Panathur,Panathur,1391 - 1424 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.59L  - 64.08L 							",,Ready-to-move,Possession: Dec-2015,,
Aishwarya Residency,By  in New Thippasandra,New Thippasandra,1300 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.45L 							",,Ready-to-move,,,
SLS Sunrise,By  in Panathur,Panathur,1330 - 1522 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.87L  - 57.07L 							",,Ready-to-move,,,
Laa Paradise,By LAA Properties in New Thippasandra,New Thippasandra,2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.55Cr 							",,Ready-to-move,,,
Butterfly Apartment,By  in Panathur,Panathur,1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														81.60L 							",,Ready-to-move,,,
Jeevanadi Summit,By Sreenidhi Realtors P Ltd in New Thippasandra,New Thippasandra,1086 - 1236 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														64.34L  - 73.23L 							",,Ready-to-move,,,
Gitanjali Apartments,By  in New Thippasandra,New Thippasandra,1225 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Annapoorna Apartment,By  in New Thippasandra,New Thippasandra,1600 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.04Cr 							",,Ready-to-move,,,
MS Paramount,By M.S Groups in New Thippasandra,New Thippasandra, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Aryan Enclave,By  in New Thippasandra,New Thippasandra,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
SMR Heights,By  in New Thippasandra,New Thippasandra, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Gautham Apartment,By  in New Thippasandra,New Thippasandra,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														43.98L 							",,Ready-to-move,,,
Saideep Heaven,By  in New Thippasandra,New Thippasandra,1525 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.91L 							",,Ready-to-move,,,
Pristine Park,By  in New Thippasandra,New Thippasandra,1070 - 1300 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														43.33L  - 52.65L 							",,Ready-to-move,,,
Srikari Residency,By  in New Thippasandra,New Thippasandra,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Duo Harmony,By Duo Associates in New Thippasandra,New Thippasandra,1600 - 2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.27Cr  - 1.74Cr 							",,Ready-to-move,,,
Sai Shree Enclave,By  in New Thippasandra,New Thippasandra, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Jubliee Mansion,By  in New Thippasandra,New Thippasandra,1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Sri Sri Chandrodaya Apartments,By  in New Thippasandra,New Thippasandra,965 - 1092 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														59.20L  - 66.99L 							",,Ready-to-move,,,
Tushar Apartments,By  in New Thippasandra,New Thippasandra, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Aakarshana Enclave,By  in New Thippasandra,New Thippasandra,1400 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
SMR Heritage,By SMR Holdings in New Thippasandra,New Thippasandra,1850 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														99.90L 							",,Ready-to-move,,,
Rama Residency,By  in New Thippasandra,New Thippasandra,2200 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.04Cr 							",,Ready-to-move,,,
Advaitha Apartments,By  in New Thippasandra,New Thippasandra, sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Santrupti Sri Guru BR Elite,By Santrupti Properties in Panathur,Panathur,1315 - 1370 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.28L  - 53.43L 							",,Ready-to-move,Possession: Jun-2016,,
MM Arcade,By  in Mico Layout,Mico Layout,450 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Prakash Emerald Phase II,By Vaishnavi Constructions in RT Nagar,RT Nagar,1384 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														78.88L 							",,Ready-to-move,,,
Sohum Lake View Enclave,By Soham Project in Jeevanbheema Nagar,Jeevanbheema Nagar,890 - 970 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														37.82L  - 41.22L 							",,Ready-to-move,,,
Team Sara,By  in New Thippasandra,New Thippasandra,1450 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Jyothi Meadows,By  in Jeevanbheema Nagar,Jeevanbheema Nagar,1024 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Ramya Regency,By  in Jeevanbheema Nagar,Jeevanbheema Nagar,860 - 935 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														37.41L  - 40.67L 							",,Ready-to-move,,,
Shree Sai Kuteer,By Sainath Group in Thanisandra Main Road,Thanisandra Main Road,1590 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.81L  - 65.02L 							",,Ready-to-move,,,
KK Residency,By MC Builders in Jeevanbheema Nagar,Jeevanbheema Nagar,1300 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Safco Blue Sky,By Safco Properties in Thanisandra Main Road,Thanisandra Main Road,1150 - 1270 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.25L  - 44.45L 							",,Ready-to-move,,,
Kyros Sentinels Pride,By Kyros Realty Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														64.60L 							",,Ready-to-move,Possession: Mar-2017,Launched: Mar-2015,
Victory Sanchar Shelters,By Victory Properties India Pvt. Ltd. in Thanisandra Main Road,Thanisandra Main Road,1356 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.81L 							",,Ready-to-move,,,
MN Guru Gokulam,By MN Builders & Developers in Thanisandra Main Road,Thanisandra Main Road,1386 - 1440 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.96L  - 44.64L 							",,Ready-to-move,,,
IDEB Riverspring,By IDEB Inc in Thanisandra Main Road,Thanisandra Main Road,1975 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.17L 							",,Ready-to-move,,,
GP North Avenue,By GP Group in Thanisandra Main Road,Thanisandra Main Road,1737 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														78L 							",,Ready-to-move,,,
Purple Gardens,By Purple Estates And Holdings Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1540 - 1645 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.52L  - 67.85L 							",,Ready-to-move,,,
MIMS Renaissance,By MIMS Builders Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1350 - 1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.70L  - 65.10L 							",,Ongoing,Possession: Jul-2017,,
SLV Enclave,By SLV Developers in Thanisandra Main Road,Thanisandra Main Road,1365 - 1566 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.61L  - 79.86L 							",,Ready-to-move,,,
Navanaami Platina,By Navanaami Projects Pvt Ltd. in Thanisandra Main Road,Thanisandra Main Road,1285 - 1360 sq.ft,"
								2.5 BHK Apartment
								Availability*: Sold out
							","
														 
														47.41L  - 50.18L 							",,Ongoing,Possession: Dec-2018,Launched: Apr-2017, REGISTRATION NO. PR/KN/170731/000519
Bhartiya City 2,By  in Thanisandra Main Road,Thanisandra Main Road,1595 - 1917 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.30L  - 80.89L 							",,Ongoing,Possession: Dec-2019,,
Sansidh Galaxy,By Sansidh Constructions in Thanisandra Main Road,Thanisandra Main Road,2502 - 2576 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.50Cr  - 1.54Cr 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170731/000610
NR Windgates,By NR Greenwood Construction Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1393 - 1442 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.75L  - 50.47L 							",,Ongoing,Possession: Nov-2018,, REGISTRATION NO. PR/KN/170729/000322
Sobha City Mykonos,By Sobha Limited in Thanisandra Main Road,Thanisandra Main Road,1345 - 1404 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														94.15L  - 98.28L 							",,Ready-to-move,,,
MNR Paradise,By  in Kodihalli,Kodihalli,400 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
SLV Garuda Palace,By SLV Developers in Thanisandra Main Road,Thanisandra Main Road,1353 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.35L  - 51.62L 							",,Ready-to-move,,,
Lords Apartment,By  in Kodihalli,Kodihalli,900 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Jeevanadi Hamlet,By Sreenidhi Realtors P Ltd in Kodihalli,Kodihalli,984 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
MNR Residency,By  in Kodihalli,Kodihalli,400 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Longitude Genesis,By Longitude Group in Kodihalli,Kodihalli,1551 - 2238 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.24Cr  - 3.35Cr 							",,Ongoing,Possession: Aug-2018,,
Sri Sai Krupa Enclave,By  in Kodihalli,Kodihalli,1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.35L 							",,Ready-to-move,,,
SH Residency,By  in Kodihalli,Kodihalli,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Serene Grove II,By  in Kodihalli,Kodihalli,1115 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Kalpana Paradise,By  in Kodihalli,Kodihalli, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
SK Residency,By  in Kodihalli,Kodihalli,1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Coconut Grove Apartment,By  in Kodihalli,Kodihalli,1050 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														48.82L 							",,Ready-to-move,,,
Pioneer Regency,By  in Kodihalli,Kodihalli,1650 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Scion Aloe Vera,By Scion Group in Kodihalli,Kodihalli,1247 - 1350 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														56.11L  - 68.85L 							",,Ready-to-move,,,
Kalpana Pride Homes,By  in Kodihalli,Kodihalli,1640 - 1950 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														82.41L  - 97.98L 							",,Ready-to-move,,,
Jaya paradise,By  in Kodihalli,Kodihalli,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Sandeep Dhruva,By Sandeep Constructions in Kodihalli,Kodihalli,950 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														60.56L 							",,Ready-to-move,,,
Vandana Marvel,By Vandana Infra Builders in Kudlu,Kudlu,1301 - 1436 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.53L  - 50.26L 							",,Ready-to-move,,,
LGCL Bamboo Forest,By LGCL in Sarjapur Road,Sarjapur Road,2979 - 3361 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Vandana Meadows,By Vandana Infra Builders in Kudlu,Kudlu,1282 - 1345 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.94L  - 45.05L 							",,Ready-to-move,,,
Gruha Kalyan Arum,By Gruha Kalyan in Thanisandra,Thanisandra,1250 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														23.08L  - 25.85L 							",,Ongoing,Possession: May-2019,,
Devin Indira Paradise,By Shreedevi Developers Pvt. Ltd in Thanisandra,Thanisandra,1460 - 1490 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.79L  - 68.16L 							",,Ready-to-move,,,
Goyal North View Footprints,By Goyal & co. in Thanisandra,Thanisandra,1092 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														49.14L 							",,Ready-to-move,Possession: Nov-2016,,
Lansdowne Virginia,By Lansdowne Infratech in Thanisandra,Thanisandra,1455 - 2019 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.38L  - 72.68L 							",,Ready-to-move,,,
ATZ Rock View,By ATZ Properties in Thanisandra,Thanisandra,1225 - 1300 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														49L  - 52L 							",,Ready-to-move,,,
RS Lakeview,By RS Group in Thanisandra,Thanisandra,1625 - 1650 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.37L  - 77.55L 							",,Ready-to-move,Possession: Apr-2017,Launched: Jul-2013,
RM Infra Preethi Woods,By RM Infra in Thanisandra,Thanisandra,1515 - 1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.58L  - 65.38L 							",,Ongoing,Possession: Dec-2017,Launched: Mar-2016, REGISTRATION NO. PR/KN/170803/001033
Saroj Paradise,By Saroj Group in Thanisandra,Thanisandra,1640 - 1840 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.66L  - 57.96L 							",,Ready-to-move,Possession: Mar-2015,Launched: Apr-2013,
Blue Stone Serinity,By Blue Stone Homes in Thanisandra,Thanisandra, sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Tetra Grand Green Pride,By Tetra Grand Constructions Private Limited in Thanisandra,Thanisandra,1453 - 1480 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.12L  - 59.20L 							",,Ready-to-move,Possession: Mar-2016,,
SLV Nava Gruha,By  in Thanisandra,Thanisandra,1206 - 1408 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.41L  - 50.68L 							",,Ongoing,Possession: Jun-2017,,
RR King Space Meadows,By RR Space Tech & Projects Pvt. Ltd. in Thanisandra,Thanisandra,1462 - 1734 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.01L  - 67.62L 							",,Ready-to-move,,,
Blue Stone Homes Royal,By Blue Stone Homes in Thanisandra,Thanisandra,918 - 1122 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														31.21L  - 38.14L 							",,Ready-to-move,,,
Omega Aster,By Omega Builders in Thanisandra,Thanisandra,1000 - 1285 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														43L  - 55.25L 							",,Ongoing,Possession: Oct-2018,,
GK Golden City,By Gk Shelters Pvt. Ltd. Builders & Developers in Kudlu,Kudlu,1400 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56L  - 68L 							",,Ready-to-move,,,
Mantri Energia,By Mantri Developers Pvt Ltd. in Thanisandra,Thanisandra,1255 - 1355 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.68L  - 83.87L 							",,Ongoing,Possession: Dec-2019,Launched: Oct-2015, REGISTRATION NO. PR/KN/170731/000439
Sobha Chrysanthemum,By Sobha Limited in Thanisandra,Thanisandra,1716 - 1867 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.15Cr  - 1.26Cr 							",,Ready-to-move,,,
GM Nest Apartment,By  in Thanisandra,Thanisandra,936 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38L  - 44.66L 							",,Ready-to-move,,,
LVS Lavender,By LVS Constructions in Thanisandra,Thanisandra,1271 - 1343 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.58L  - 73.52L 							",,Ready-to-move,,,
Asrithas Grand Living,By  in JP Nagar Phase 7,JP Nagar Phase 7,1275 - 1565 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.72L  - 61.03L 							",,Ongoing,Possession: Oct-2017,,
Kumari Tusti,By Kumari Builders and Developers in Thanisandra,Thanisandra,1015 - 1320 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34L  - 44.22L 							",,Ready-to-move,Possession: Apr-2016,,
R And S Riviera,By RS Group in Thanisandra,Thanisandra,1744 - 2600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														86.58L  - 1.45Cr 							",,Ready-to-move,,,
NR Green Woods,By NR Greenwood Construction Pvt Ltd in Thanisandra,Thanisandra,1334 - 1364 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.03L  - 77.74L 							",,Ready-to-move,,,
